Name,RollNumber,Branch,Year,CurrentCourse,Course1,Grade1,Course2,Grade2
Pooja Chatterjee,MT24588,CSAM,2023,815,TOC,8,555,9
Aryan Chatterjee,PhD24589,CSD,2020,CV,222,9,CLOUD,10
Kavya Chatterjee,MT24590,CSB,2021,1005,ALGO,10,777,6
Aakash Chatterjee,MT24591,CSE,2022,TOC,444,6,CYBER,7
Simran Chatterjee,PhD24592,ECE,2023,222,MOBILE,7,999,8
Varun Chatterjee,MT24593,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Chatterjee,MT24594,CSD,2021,444,IOT,9,101,10
Nikhil Chatterjee,PhD24595,CSB,2022,MOBILE,888,10,DSA,6
Ritu Chatterjee,MT24596,CSE,2023,666,GAME,6,303,7
Siddharth Chatterjee,MT24597,ECE,2020,IOT,1111,7,CN,8
Neha Chatterjee,PhD24598,CSAM,2021,888,OOPD,8,523,9
Kunal Chatterjee,MT24599,CSD,2022,GAME,202,9,AI,10
Shruti Chatterjee,MT24600,CSB,2023,1111,OS,10,702,6
Aarav Banerjee,2021017,CS,2020,OOPD,401,6,NLP,7
Vivaan Banerjee,MT25002,ECE,2021,202,DBMS,7,920,8
Aditya Banerjee,MT25003,CSAM,2022,OS,601,8,SEC,9
Vihaan Banerjee,PhD25004,CSD,2023,401,ML,9,111,10
Arjun Banerjee,MT25005,CSB,2020,DBMS,815,10,COA,6
Sai Banerjee,MT25006,CSE,2021,601,CV,6,333,7
Arnav Banerjee,PhD25007,ECE,2022,ML,1005,7,WEB,8
Ayaan Banerjee,MT25008,CSAM,2023,815,TOC,8,555,9
Krishna Banerjee,MT25009,CSD,2020,CV,222,9,CLOUD,10
Ishaan Banerjee,PhD25010,CSB,2021,1005,ALGO,10,777,6
Shaurya Banerjee,MT25011,CSE,2022,TOC,444,6,CYBER,7
Atharv Banerjee,MT25012,ECE,2023,222,MOBILE,7,999,8
Advik Banerjee,PhD25013,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Banerjee,MT25014,CSD,2021,444,IOT,9,101,10
Reyansh Banerjee,MT25015,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Banerjee,PhD25016,CSE,2023,666,GAME,6,303,7
Diya Banerjee,MT25017,ECE,2020,IOT,1111,7,CN,8
Saanvi Banerjee,MT25018,CSAM,2021,888,OOPD,8,523,9
Ananya Banerjee,PhD25019,CSD,2022,GAME,202,9,AI,10
Pari Banerjee,MT25020,CSB,2023,1111,OS,10,702,6
Navya Banerjee,MT25021,CSE,2020,OOPD,401,6,NLP,7
Angel Banerjee,PhD25022,ECE,2021,202,DBMS,7,920,8
Ira Banerjee,MT25023,CSAM,2022,OS,601,8,SEC,9
Prisha Banerjee,MT25024,CSD,2023,401,ML,9,111,10
Anaya Banerjee,PhD25025,CSB,2020,DBMS,815,10,COA,6
Ravi Banerjee,MT25026,CSE,2021,601,CV,6,333,7
Priya Banerjee,MT25027,ECE,2022,ML,1005,7,WEB,8
Amit Banerjee,PhD25028,CSAM,2023,815,TOC,8,555,9
Sneha Banerjee,MT25029,CSD,2020,CV,222,9,CLOUD,10
Karan Banerjee,MT25030,CSB,2021,1005,ALGO,10,777,6
Nisha Banerjee,PhD25031,CSE,2022,TOC,444,6,CYBER,7
Rahul Banerjee,MT25032,ECE,2023,222,MOBILE,7,999,8
Divya Banerjee,MT25033,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Banerjee,PhD25034,CSD,2021,444,IOT,9,101,10
Rohan Banerjee,MT25035,CSB,2022,MOBILE,888,10,DSA,6
Anjali Banerjee,MT25036,CSE,2023,666,GAME,6,303,7
Vikram Banerjee,PhD25037,ECE,2020,IOT,1111,7,CN,8
Pooja Banerjee,MT25038,CSAM,2021,888,OOPD,8,523,9
Aryan Banerjee,MT25039,CSD,2022,GAME,202,9,AI,10
Kavya Banerjee,PhD25040,CSB,2023,1111,OS,10,702,6
Aakash Banerjee,MT25041,CSE,2020,OOPD,401,6,NLP,7
Simran Banerjee,MT25042,ECE,2021,202,DBMS,7,920,8
Varun Banerjee,PhD25043,CSAM,2022,OS,601,8,SEC,9
Tanvi Banerjee,MT25044,CSD,2023,401,ML,9,111,10
Nikhil Banerjee,MT25045,CSB,2020,DBMS,815,10,COA,6
Ritu Banerjee,PhD25046,CSE,2021,601,CV,6,333,7
Siddharth Banerjee,MT25047,ECE,2022,ML,1005,7,WEB,8
Neha Banerjee,MT25048,CSAM,2023,815,TOC,8,555,9
Kunal Banerjee,PhD25049,CSD,2020,CV,222,9,CLOUD,10
Shruti Banerjee,MT25050,CSB,2021,1005,ALGO,10,777,6
Aarav Sen,MT25051,CSE,2022,TOC,444,6,CYBER,7
Vivaan Sen,PhD25052,ECE,2023,222,MOBILE,7,999,8
Aditya Sen,MT25053,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Sen,MT25054,CSD,2021,444,IOT,9,101,10
Arjun Sen,PhD25055,CSB,2022,MOBILE,888,10,DSA,6
Sai Sen,MT25056,CSE,2023,666,GAME,6,303,7
Arnav Sen,MT25057,ECE,2020,IOT,1111,7,CN,8
Ayaan Sen,PhD25058,CSAM,2021,888,OOPD,8,523,9
Krishna Sen,MT25059,CSD,2022,GAME,202,9,AI,10
Ishaan Sen,MT25060,CSB,2023,1111,OS,10,702,6
Shaurya Sen,PhD25061,CSE,2020,OOPD,401,6,NLP,7
Atharv Sen,MT25062,ECE,2021,202,DBMS,7,920,8
Advik Sen,MT25063,CSAM,2022,OS,601,8,SEC,9
Pranav Sen,PhD25064,CSD,2023,401,ML,9,111,10
Reyansh Sen,MT25065,CSB,2020,DBMS,815,10,COA,6
Aaradhya Sen,MT25066,CSE,2021,601,CV,6,333,7
Diya Sen,PhD25067,ECE,2022,ML,1005,7,WEB,8
Saanvi Sen,MT25068,CSAM,2023,815,TOC,8,555,9
Ananya Sen,MT25069,CSD,2020,CV,222,9,CLOUD,10
Pari Sen,PhD25070,CSB,2021,1005,ALGO,10,777,6
Navya Sen,MT25071,CSE,2022,TOC,444,6,CYBER,7
Angel Sen,MT25072,ECE,2023,222,MOBILE,7,999,8
Ira Sen,PhD25073,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Sen,MT25074,CSD,2021,444,IOT,9,101,10
Anaya Sen,MT25075,CSB,2022,MOBILE,888,10,DSA,6
Ravi Sen,PhD25076,CSE,2023,666,GAME,6,303,7
Priya Sen,MT25077,ECE,2020,IOT,1111,7,CN,8
Amit Sen,MT25078,CSAM,2021,888,OOPD,8,523,9
Sneha Sen,PhD25079,CSD,2022,GAME,202,9,AI,10
Karan Sen,MT25080,CSB,2023,1111,OS,10,702,6
Nisha Sen,MT25081,CSE,2020,OOPD,401,6,NLP,7
Rahul Sen,PhD25082,ECE,2021,202,DBMS,7,920,8
Divya Sen,MT25083,CSAM,2022,OS,601,8,SEC,9
Meera Sen,MT25084,CSD,2023,401,ML,9,111,10
Rohan Sen,PhD25085,CSB,2020,DBMS,815,10,COA,6
Anjali Sen,MT25086,CSE,2021,601,CV,6,333,7
Vikram Sen,MT25087,ECE,2022,ML,1005,7,WEB,8
Pooja Sen,PhD25088,CSAM,2023,815,TOC,8,555,9
Aryan Sen,MT25089,CSD,2020,CV,222,9,CLOUD,10
Kavya Sen,MT25090,CSB,2021,1005,ALGO,10,777,6
Aakash Sen,PhD25091,CSE,2022,TOC,444,6,CYBER,7
Simran Sen,MT25092,ECE,2023,222,MOBILE,7,999,8
Varun Sen,MT25093,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Sen,PhD25094,CSD,2021,444,IOT,9,101,10
Nikhil Sen,MT25095,CSB,2022,MOBILE,888,10,DSA,6
Ritu Sen,MT25096,CSE,2023,666,GAME,6,303,7
Siddharth Sen,PhD25097,ECE,2020,IOT,1111,7,CN,8
Neha Sen,MT25098,CSAM,2021,888,OOPD,8,523,9
Kunal Sen,MT25099,CSD,2022,GAME,202,9,AI,10
Shruti Sen,PhD25100,CSB,2023,1111,OS,10,702,6
Aarav Khan,MT25101,CSE,2020,OOPD,401,6,NLP,7
Vivaan Khan,MT25102,ECE,2021,202,DBMS,7,920,8
Aditya Khan,PhD25103,CSAM,2022,OS,601,8,SEC,9
Vihaan Khan,MT25104,CSD,2023,401,ML,9,111,10
Arjun Khan,MT25105,CSB,2020,DBMS,815,10,COA,6
Sai Khan,PhD25106,CSE,2021,601,CV,6,333,7
Arnav Khan,MT25107,ECE,2022,ML,1005,7,WEB,8
Ayaan Khan,MT25108,CSAM,2023,815,TOC,8,555,9
Krishna Khan,PhD25109,CSD,2020,CV,222,9,CLOUD,10
Ishaan Khan,MT25110,CSB,2021,1005,ALGO,10,777,6
Shaurya Khan,MT25111,CSE,2022,TOC,444,6,CYBER,7
Atharv Khan,PhD25112,ECE,2023,222,MOBILE,7,999,8
Advik Khan,MT25113,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Khan,MT25114,CSD,2021,444,IOT,9,101,10
Reyansh Khan,PhD25115,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Khan,MT25116,CSE,2023,666,GAME,6,303,7
Diya Khan,MT25117,ECE,2020,IOT,1111,7,CN,8
Saanvi Khan,PhD25118,CSAM,2021,888,OOPD,8,523,9
Ananya Khan,MT25119,CSD,2022,GAME,202,9,AI,10
Pari Khan,MT25120,CSB,2023,1111,OS,10,702,6
Navya Khan,PhD25121,CSE,2020,OOPD,401,6,NLP,7
Angel Khan,MT25122,ECE,2021,202,DBMS,7,920,8
Ira Khan,MT25123,CSAM,2022,OS,601,8,SEC,9
Prisha Khan,PhD25124,CSD,2023,401,ML,9,111,10
Anaya Khan,MT25125,CSB,2020,DBMS,815,10,COA,6
Ravi Khan,MT25126,CSE,2021,601,CV,6,333,7
Priya Khan,PhD25127,ECE,2022,ML,1005,7,WEB,8
Amit Khan,MT25128,CSAM,2023,815,TOC,8,555,9
Sneha Khan,MT25129,CSD,2020,CV,222,9,CLOUD,10
Karan Khan,PhD25130,CSB,2021,1005,ALGO,10,777,6
Nisha Khan,MT25131,CSE,2022,TOC,444,6,CYBER,7
Rahul Khan,MT25132,ECE,2023,222,MOBILE,7,999,8
Divya Khan,PhD25133,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Khan,MT25134,CSD,2021,444,IOT,9,101,10
Rohan Khan,MT25135,CSB,2022,MOBILE,888,10,DSA,6
Anjali Khan,PhD25136,CSE,2023,666,GAME,6,303,7
Vikram Khan,MT25137,ECE,2020,IOT,1111,7,CN,8
Pooja Khan,MT25138,CSAM,2021,888,OOPD,8,523,9
Aryan Khan,PhD25139,CSD,2022,GAME,202,9,AI,10
Kavya Khan,MT25140,CSB,2023,1111,OS,10,702,6
Aakash Khan,MT25141,CSE,2020,OOPD,401,6,NLP,7
Simran Khan,PhD25142,ECE,2021,202,DBMS,7,920,8
Varun Khan,MT25143,CSAM,2022,OS,601,8,SEC,9
Tanvi Khan,MT25144,CSD,2023,401,ML,9,111,10
Nikhil Khan,PhD25145,CSB,2020,DBMS,815,10,COA,6
Ritu Khan,MT25146,CSE,2021,601,CV,6,333,7
Siddharth Khan,MT25147,ECE,2022,ML,1005,7,WEB,8
Neha Khan,PhD25148,CSAM,2023,815,TOC,8,555,9
Kunal Khan,MT25149,CSD,2020,CV,222,9,CLOUD,10
Shruti Khan,MT25150,CSB,2021,1005,ALGO,10,777,6
Aarav Ali,2021018,CS,2022,TOC,444,6,CYBER,7
Vivaan Ali,MT25152,ECE,2023,222,MOBILE,7,999,8
Aditya Ali,MT25153,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Ali,PhD25154,CSD,2021,444,IOT,9,101,10
Arjun Ali,MT25155,CSB,2022,MOBILE,888,10,DSA,6
Sai Ali,MT25156,CSE,2023,666,GAME,6,303,7
Arnav Ali,PhD25157,ECE,2020,IOT,1111,7,CN,8
Ayaan Ali,MT25158,CSAM,2021,888,OOPD,8,523,9
Krishna Ali,MT25159,CSD,2022,GAME,202,9,AI,10
Ishaan Ali,PhD25160,CSB,2023,1111,OS,10,702,6
Shaurya Ali,MT25161,CSE,2020,OOPD,401,6,NLP,7
Atharv Ali,MT25162,ECE,2021,202,DBMS,7,920,8
Advik Ali,PhD25163,CSAM,2022,OS,601,8,SEC,9
Pranav Ali,MT25164,CSD,2023,401,ML,9,111,10
Reyansh Ali,MT25165,CSB,2020,DBMS,815,10,COA,6
Aaradhya Ali,PhD25166,CSE,2021,601,CV,6,333,7
Diya Ali,MT25167,ECE,2022,ML,1005,7,WEB,8
Saanvi Ali,MT25168,CSAM,2023,815,TOC,8,555,9
Ananya Ali,PhD25169,CSD,2020,CV,222,9,CLOUD,10
Pari Ali,MT25170,CSB,2021,1005,ALGO,10,777,6
Navya Ali,MT25171,CSE,2022,TOC,444,6,CYBER,7
Angel Ali,PhD25172,ECE,2023,222,MOBILE,7,999,8
Ira Ali,MT25173,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Ali,MT25174,CSD,2021,444,IOT,9,101,10
Anaya Ali,PhD25175,CSB,2022,MOBILE,888,10,DSA,6
Ravi Ali,MT25176,CSE,2023,666,GAME,6,303,7
Priya Ali,MT25177,ECE,2020,IOT,1111,7,CN,8
Amit Ali,PhD25178,CSAM,2021,888,OOPD,8,523,9
Sneha Ali,MT25179,CSD,2022,GAME,202,9,AI,10
Karan Ali,MT25180,CSB,2023,1111,OS,10,702,6
Nisha Ali,PhD25181,CSE,2020,OOPD,401,6,NLP,7
Rahul Ali,MT25182,ECE,2021,202,DBMS,7,920,8
Divya Ali,MT25183,CSAM,2022,OS,601,8,SEC,9
Meera Ali,PhD25184,CSD,2023,401,ML,9,111,10
Rohan Ali,MT25185,CSB,2020,DBMS,815,10,COA,6
Anjali Ali,MT25186,CSE,2021,601,CV,6,333,7
Vikram Ali,PhD25187,ECE,2022,ML,1005,7,WEB,8
Pooja Ali,MT25188,CSAM,2023,815,TOC,8,555,9
Aryan Ali,MT25189,CSD,2020,CV,222,9,CLOUD,10
Kavya Ali,PhD25190,CSB,2021,1005,ALGO,10,777,6
Aakash Ali,MT25191,CSE,2022,TOC,444,6,CYBER,7
Simran Ali,MT25192,ECE,2023,222,MOBILE,7,999,8
Varun Ali,PhD25193,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Ali,MT25194,CSD,2021,444,IOT,9,101,10
Nikhil Ali,MT25195,CSB,2022,MOBILE,888,10,DSA,6
Ritu Ali,PhD25196,CSE,2023,666,GAME,6,303,7
Siddharth Ali,MT25197,ECE,2020,IOT,1111,7,CN,8
Neha Ali,MT25198,CSAM,2021,888,OOPD,8,523,9
Kunal Ali,PhD25199,CSD,2022,GAME,202,9,AI,10
Shruti Ali,MT25200,CSB,2023,1111,OS,10,702,6
Aarav Ahmed,MT25201,CSE,2020,OOPD,401,6,NLP,7
Vivaan Ahmed,PhD25202,ECE,2021,202,DBMS,7,920,8
Aditya Ahmed,MT25203,CSAM,2022,OS,601,8,SEC,9
Vihaan Ahmed,MT25204,CSD,2023,401,ML,9,111,10
Arjun Ahmed,PhD25205,CSB,2020,DBMS,815,10,COA,6
Sai Ahmed,MT25206,CSE,2021,601,CV,6,333,7
Arnav Ahmed,MT25207,ECE,2022,ML,1005,7,WEB,8
Ayaan Ahmed,PhD25208,CSAM,2023,815,TOC,8,555,9
Krishna Ahmed,MT25209,CSD,2020,CV,222,9,CLOUD,10
Ishaan Ahmed,MT25210,CSB,2021,1005,ALGO,10,777,6
Shaurya Ahmed,PhD25211,CSE,2022,TOC,444,6,CYBER,7
Atharv Ahmed,MT25212,ECE,2023,222,MOBILE,7,999,8
Advik Ahmed,MT25213,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Ahmed,PhD25214,CSD,2021,444,IOT,9,101,10
Reyansh Ahmed,MT25215,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Ahmed,MT25216,CSE,2023,666,GAME,6,303,7
Diya Ahmed,PhD25217,ECE,2020,IOT,1111,7,CN,8
Saanvi Ahmed,MT25218,CSAM,2021,888,OOPD,8,523,9
Ananya Ahmed,MT25219,CSD,2022,GAME,202,9,AI,10
Pari Ahmed,PhD25220,CSB,2023,1111,OS,10,702,6
Navya Ahmed,MT25221,CSE,2020,OOPD,401,6,NLP,7
Angel Ahmed,MT25222,ECE,2021,202,DBMS,7,920,8
Ira Ahmed,PhD25223,CSAM,2022,OS,601,8,SEC,9
Prisha Ahmed,MT25224,CSD,2023,401,ML,9,111,10
Anaya Ahmed,MT25225,CSB,2020,DBMS,815,10,COA,6
Ravi Ahmed,PhD25226,CSE,2021,601,CV,6,333,7
Priya Ahmed,MT25227,ECE,2022,ML,1005,7,WEB,8
Amit Ahmed,MT25228,CSAM,2023,815,TOC,8,555,9
Sneha Ahmed,PhD25229,CSD,2020,CV,222,9,CLOUD,10
Karan Ahmed,MT25230,CSB,2021,1005,ALGO,10,777,6
Nisha Ahmed,MT25231,CSE,2022,TOC,444,6,CYBER,7
Rahul Ahmed,PhD25232,ECE,2023,222,MOBILE,7,999,8
Divya Ahmed,MT25233,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Ahmed,MT25234,CSD,2021,444,IOT,9,101,10
Rohan Ahmed,PhD25235,CSB,2022,MOBILE,888,10,DSA,6
Anjali Ahmed,MT25236,CSE,2023,666,GAME,6,303,7
Vikram Ahmed,MT25237,ECE,2020,IOT,1111,7,CN,8
Pooja Ahmed,PhD25238,CSAM,2021,888,OOPD,8,523,9
Aryan Ahmed,MT25239,CSD,2022,GAME,202,9,AI,10
Kavya Ahmed,MT25240,CSB,2023,1111,OS,10,702,6
Aakash Ahmed,PhD25241,CSE,2020,OOPD,401,6,NLP,7
Simran Ahmed,MT25242,ECE,2021,202,DBMS,7,920,8
Varun Ahmed,MT25243,CSAM,2022,OS,601,8,SEC,9
Tanvi Ahmed,PhD25244,CSD,2023,401,ML,9,111,10
Nikhil Ahmed,MT25245,CSB,2020,DBMS,815,10,COA,6
Ritu Ahmed,MT25246,CSE,2021,601,CV,6,333,7
Siddharth Ahmed,PhD25247,ECE,2022,ML,1005,7,WEB,8
Neha Ahmed,MT25248,CSAM,2023,815,TOC,8,555,9
Kunal Ahmed,MT25249,CSD,2020,CV,222,9,CLOUD,10
Shruti Ahmed,PhD25250,CSB,2021,1005,ALGO,10,777,6
Aarav Hussain,MT25251,CSE,2022,TOC,444,6,CYBER,7
Vivaan Hussain,MT25252,ECE,2023,222,MOBILE,7,999,8
Aditya Hussain,PhD25253,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Hussain,MT25254,CSD,2021,444,IOT,9,101,10
Arjun Hussain,MT25255,CSB,2022,MOBILE,888,10,DSA,6
Sai Hussain,PhD25256,CSE,2023,666,GAME,6,303,7
Arnav Hussain,MT25257,ECE,2020,IOT,1111,7,CN,8
Ayaan Hussain,MT25258,CSAM,2021,888,OOPD,8,523,9
Krishna Hussain,PhD25259,CSD,2022,GAME,202,9,AI,10
Ishaan Hussain,MT25260,CSB,2023,1111,OS,10,702,6
Shaurya Hussain,MT25261,CSE,2020,OOPD,401,6,NLP,7
Atharv Hussain,PhD25262,ECE,2021,202,DBMS,7,920,8
Advik Hussain,MT25263,CSAM,2022,OS,601,8,SEC,9
Pranav Hussain,MT25264,CSD,2023,401,ML,9,111,10
Reyansh Hussain,PhD25265,CSB,2020,DBMS,815,10,COA,6
Aaradhya Hussain,MT25266,CSE,2021,601,CV,6,333,7
Diya Hussain,MT25267,ECE,2022,ML,1005,7,WEB,8
Saanvi Hussain,PhD25268,CSAM,2023,815,TOC,8,555,9
Ananya Hussain,MT25269,CSD,2020,CV,222,9,CLOUD,10
Pari Hussain,MT25270,CSB,2021,1005,ALGO,10,777,6
Navya Hussain,PhD25271,CSE,2022,TOC,444,6,CYBER,7
Angel Hussain,MT25272,ECE,2023,222,MOBILE,7,999,8
Ira Hussain,MT25273,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Hussain,PhD25274,CSD,2021,444,IOT,9,101,10
Anaya Hussain,MT25275,CSB,2022,MOBILE,888,10,DSA,6
Ravi Hussain,MT25276,CSE,2023,666,GAME,6,303,7
Priya Hussain,PhD25277,ECE,2020,IOT,1111,7,CN,8
Amit Hussain,MT25278,CSAM,2021,888,OOPD,8,523,9
Sneha Hussain,MT25279,CSD,2022,GAME,202,9,AI,10
Karan Hussain,PhD25280,CSB,2023,1111,OS,10,702,6
Nisha Hussain,MT25281,CSE,2020,OOPD,401,6,NLP,7
Rahul Hussain,MT25282,ECE,2021,202,DBMS,7,920,8
Divya Hussain,PhD25283,CSAM,2022,OS,601,8,SEC,9
Meera Hussain,MT25284,CSD,2023,401,ML,9,111,10
Rohan Hussain,MT25285,CSB,2020,DBMS,815,10,COA,6
Anjali Hussain,PhD25286,CSE,2021,601,CV,6,333,7
Vikram Hussain,MT25287,ECE,2022,ML,1005,7,WEB,8
Pooja Hussain,MT25288,CSAM,2023,815,TOC,8,555,9
Aryan Hussain,PhD25289,CSD,2020,CV,222,9,CLOUD,10
Kavya Hussain,MT25290,CSB,2021,1005,ALGO,10,777,6
Aakash Hussain,MT25291,CSE,2022,TOC,444,6,CYBER,7
Simran Hussain,PhD25292,ECE,2023,222,MOBILE,7,999,8
Varun Hussain,MT25293,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Hussain,MT25294,CSD,2021,444,IOT,9,101,10
Nikhil Hussain,PhD25295,CSB,2022,MOBILE,888,10,DSA,6
Ritu Hussain,MT25296,CSE,2023,666,GAME,6,303,7
Siddharth Hussain,MT25297,ECE,2020,IOT,1111,7,CN,8
Neha Hussain,PhD25298,CSAM,2021,888,OOPD,8,523,9
Kunal Hussain,MT25299,CSD,2022,GAME,202,9,AI,10
Shruti Hussain,MT25300,CSB,2023,1111,OS,10,702,6
Aarav Malik,2021019,CS,2020,OOPD,401,6,NLP,7
Vivaan Malik,MT25302,ECE,2021,202,DBMS,7,920,8
Aditya Malik,MT25303,CSAM,2022,OS,601,8,SEC,9
Vihaan Malik,PhD25304,CSD,2023,401,ML,9,111,10
Arjun Malik,MT25305,CSB,2020,DBMS,815,10,COA,6
Sai Malik,MT25306,CSE,2021,601,CV,6,333,7
Arnav Malik,PhD25307,ECE,2022,ML,1005,7,WEB,8
Ayaan Malik,MT25308,CSAM,2023,815,TOC,8,555,9
Krishna Malik,MT25309,CSD,2020,CV,222,9,CLOUD,10
Ishaan Malik,PhD25310,CSB,2021,1005,ALGO,10,777,6
Shaurya Malik,MT25311,CSE,2022,TOC,444,6,CYBER,7
Atharv Malik,MT25312,ECE,2023,222,MOBILE,7,999,8
Advik Malik,PhD25313,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Malik,MT25314,CSD,2021,444,IOT,9,101,10
Reyansh Malik,MT25315,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Malik,PhD25316,CSE,2023,666,GAME,6,303,7
Diya Malik,MT25317,ECE,2020,IOT,1111,7,CN,8
Saanvi Malik,MT25318,CSAM,2021,888,OOPD,8,523,9
Ananya Malik,PhD25319,CSD,2022,GAME,202,9,AI,10
Pari Malik,MT25320,CSB,2023,1111,OS,10,702,6
Navya Malik,MT25321,CSE,2020,OOPD,401,6,NLP,7
Angel Malik,PhD25322,ECE,2021,202,DBMS,7,920,8
Ira Malik,MT25323,CSAM,2022,OS,601,8,SEC,9
Prisha Malik,MT25324,CSD,2023,401,ML,9,111,10
Anaya Malik,PhD25325,CSB,2020,DBMS,815,10,COA,6
Ravi Malik,MT25326,CSE,2021,601,CV,6,333,7
Priya Malik,MT25327,ECE,2022,ML,1005,7,WEB,8
Amit Malik,PhD25328,CSAM,2023,815,TOC,8,555,9
Sneha Malik,MT25329,CSD,2020,CV,222,9,CLOUD,10
Karan Malik,MT25330,CSB,2021,1005,ALGO,10,777,6
Nisha Malik,PhD25331,CSE,2022,TOC,444,6,CYBER,7
Rahul Malik,MT25332,ECE,2023,222,MOBILE,7,999,8
Divya Malik,MT25333,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Malik,PhD25334,CSD,2021,444,IOT,9,101,10
Rohan Malik,MT25335,CSB,2022,MOBILE,888,10,DSA,6
Anjali Malik,MT25336,CSE,2023,666,GAME,6,303,7
Vikram Malik,PhD25337,ECE,2020,IOT,1111,7,CN,8
Pooja Malik,MT25338,CSAM,2021,888,OOPD,8,523,9
Aryan Malik,MT25339,CSD,2022,GAME,202,9,AI,10
Kavya Malik,PhD25340,CSB,2023,1111,OS,10,702,6
Aakash Malik,MT25341,CSE,2020,OOPD,401,6,NLP,7
Simran Malik,MT25342,ECE,2021,202,DBMS,7,920,8
Varun Malik,PhD25343,CSAM,2022,OS,601,8,SEC,9
Tanvi Malik,MT25344,CSD,2023,401,ML,9,111,10
Nikhil Malik,MT25345,CSB,2020,DBMS,815,10,COA,6
Ritu Malik,PhD25346,CSE,2021,601,CV,6,333,7
Siddharth Malik,MT25347,ECE,2022,ML,1005,7,WEB,8
Neha Malik,MT25348,CSAM,2023,815,TOC,8,555,9
Kunal Malik,PhD25349,CSD,2020,CV,222,9,CLOUD,10
Shruti Malik,MT25350,CSB,2021,1005,ALGO,10,777,6
Aarav Sinha,MT25351,CSE,2022,TOC,444,6,CYBER,7
Vivaan Sinha,PhD25352,ECE,2023,222,MOBILE,7,999,8
Aditya Sinha,MT25353,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Sinha,MT25354,CSD,2021,444,IOT,9,101,10
Arjun Sinha,PhD25355,CSB,2022,MOBILE,888,10,DSA,6
Sai Sinha,MT25356,CSE,2023,666,GAME,6,303,7
Arnav Sinha,MT25357,ECE,2020,IOT,1111,7,CN,8
Ayaan Sinha,PhD25358,CSAM,2021,888,OOPD,8,523,9
Krishna Sinha,MT25359,CSD,2022,GAME,202,9,AI,10
Ishaan Sinha,MT25360,CSB,2023,1111,OS,10,702,6
Shaurya Sinha,PhD25361,CSE,2020,OOPD,401,6,NLP,7
Atharv Sinha,MT25362,ECE,2021,202,DBMS,7,920,8
Advik Sinha,MT25363,CSAM,2022,OS,601,8,SEC,9
Pranav Sinha,PhD25364,CSD,2023,401,ML,9,111,10
Reyansh Sinha,MT25365,CSB,2020,DBMS,815,10,COA,6
Aaradhya Sinha,MT25366,CSE,2021,601,CV,6,333,7
Diya Sinha,PhD25367,ECE,2022,ML,1005,7,WEB,8
Saanvi Sinha,MT25368,CSAM,2023,815,TOC,8,555,9
Ananya Sinha,MT25369,CSD,2020,CV,222,9,CLOUD,10
Pari Sinha,PhD25370,CSB,2021,1005,ALGO,10,777,6
Navya Sinha,MT25371,CSE,2022,TOC,444,6,CYBER,7
Angel Sinha,MT25372,ECE,2023,222,MOBILE,7,999,8
Ira Sinha,PhD25373,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Sinha,MT25374,CSD,2021,444,IOT,9,101,10
Anaya Sinha,MT25375,CSB,2022,MOBILE,888,10,DSA,6
Ravi Sinha,PhD25376,CSE,2023,666,GAME,6,303,7
Priya Sinha,MT25377,ECE,2020,IOT,1111,7,CN,8
Amit Sinha,MT25378,CSAM,2021,888,OOPD,8,523,9
Sneha Sinha,PhD25379,CSD,2022,GAME,202,9,AI,10
Karan Sinha,MT25380,CSB,2023,1111,OS,10,702,6
Nisha Sinha,MT25381,CSE,2020,OOPD,401,6,NLP,7
Rahul Sinha,PhD25382,ECE,2021,202,DBMS,7,920,8
Divya Sinha,MT25383,CSAM,2022,OS,601,8,SEC,9
Meera Sinha,MT25384,CSD,2023,401,ML,9,111,10
Rohan Sinha,PhD25385,CSB,2020,DBMS,815,10,COA,6
Anjali Sinha,MT25386,CSE,2021,601,CV,6,333,7
Vikram Sinha,MT25387,ECE,2022,ML,1005,7,WEB,8
